roundId,answer,startedAt,updatedAt,answeredInRound,phaseId,aggregatorRoundId
18446744073709551617,99997500,1613504612,1613585410,18446744073709551617,1,1
18446744073709551618,100000000,1613591011,1613591031,18446744073709551618,1,2
18446744073709551619,99990238,1613606720,1613606724,18446744073709551619,1,3
18446744073709551620,100000000,1613656101,1613719344,18446744073709551620,1,4
18446744073709551621,100000000,1613742528,1613742539,18446744073709551621,1,5
18446744073709551622,100020696,1613747110,1613747205,18446744073709551622,1,6
18446744073709551623,100012929,1613747457,1613747474,18446744073709551623,1,7
18446744073709551624,100000877,1613833857,1613833868,18446744073709551624,1,8
18446744073709551625,100005000,1613853499,1613853539,18446744073709551625,1,9
18446744073709551626,100005000,1613939882,1613939923,18446744073709551626,1,10
18446744073709551627,99991358,1613944398,1613944447,18446744073709551627,1,11
18446744073709551628,100005000,1614030792,1614030822,18446744073709551628,1,12
18446744073709551629,100020000,1614032305,1614032321,18446744073709551629,1,13
18446744073709551630,100261988,1614073058,1614073068,18446744073709551630,1,14
18446744073709551631,100025000,1614073536,1614077258,18446744073709551631,1,15
18446744073709551632,99985522,1614096391,1614096417,18446744073709551632,1,16
18446744073709551633,100015000,1614182768,1614182799,18446744073709551633,1,17
18446744073709551634,100011037,1614269163,1614269185,18446744073709551634,1,18
18446744073709551635,100020683,1614270085,1614277759,18446744073709551635,1,19
18446744073709551636,100005000,1614354485,1614354504,18446744073709551636,1,20
18446744073709551637,100000000,1614355096,1614355144,18446744073709551637,1,21
18446744073709551638,100000000,1614441498,1614441575,18446744073709551638,1,22
18446744073709551639,99995000,1614456301,1614456386,18446744073709551639,1,23
18446744073709551640,99995000,1614456688,1614456722,18446744073709551640,1,24
18446744073709551641,100037363,1614504437,1614504444,18446744073709551641,1,25
18446744073709551642,100013085,1614504814,1614504854,18446744073709551642,1,26
18446744073709551643,100034012,1614508918,1614509015,18446744073709551643,1,27
18446744073709551644,100000000,1614595311,1614595328,18446744073709551644,1,28
18446744073709551645,99989654,1614640831,1614640873,18446744073709551645,1,29
18446744073709551646,100014859,1614727216,1614727235,18446744073709551646,1,30
18446744073709551647,100000000,1614729730,1614729819,18446744073709551647,1,31
18446744073709551648,99995000,1614816177,1614816248,18446744073709551648,1,32
18446744073709551649,100000313,1614819477,1614819500,18446744073709551649,1,33
18446744073709551650,100010351,1614905876,1614905890,18446744073709551650,1,34
18446744073709551651,100039589,1614909006,1614909054,18446744073709551651,1,35
18446744073709551652,100002500,1614986226,1614986281,18446744073709551652,1,36
18446744073709551653,100015000,1615055827,1615055857,18446744073709551653,1,37
18446744073709551654,99990000,1615058679,1615058747,18446744073709551654,1,38
18446744073709551655,100000000,1615076803,1615076869,18446744073709551655,1,39
18446744073709551656,100000000,1615162349,1615162401,18446744073709551656,1,40
18446744073709551657,100005000,1615200448,1615200578,18446744073709551657,1,41
18446744073709551658,100000000,1615201609,1615201645,18446744073709551658,1,42
18446744073709551659,100008481,1615203681,1615203699,18446744073709551659,1,43
18446744073709551660,100000000,1615248078,1615248299,18446744073709551660,1,44
18446744073709551661,100016660,1615253322,1615253335,18446744073709551661,1,45
18446744073709551662,100008547,1615254068,1615254094,18446744073709551662,1,46
18446744073709551663,100001658,1615254227,1615254265,18446744073709551663,1,47
18446744073709551664,100000188,1615336219,1615336254,18446744073709551664,1,48
18446744073709551665,99992904,1615338087,1615338099,18446744073709551665,1,49
18446744073709551666,99951456,1615342384,1615342586,18446744073709551666,1,50
18446744073709551667,99997252,1615342580,1615342597,18446744073709551667,1,51
18446744073709551668,100005000,1615428955,1615428984,18446744073709551668,1,52
18446744073709551669,100000000,1615494411,1615494566,18446744073709551669,1,53
18446744073709551670,100000000,1615495102,1615495104,18446744073709551670,1,54
18446744073709551671,100020052,1615507309,1615507361,18446744073709551671,1,55
18446744073709551672,100026239,1615508148,1615508198,18446744073709551672,1,56
18446744073709551673,100005000,1615594596,1615594623,18446744073709551673,1,57
18446744073709551674,100018494,1615595796,1615595838,18446744073709551674,1,58
18446744073709551675,100008636,1615596013,1615596063,18446744073709551675,1,59
18446744073709551676,99995000,1615667371,1615667398,18446744073709551676,1,60
18446744073709551677,99990000,1615735289,1615735311,18446744073709551677,1,61
18446744073709551678,100005000,1615738892,1615738910,18446744073709551678,1,62
18446744073709551679,99994724,1615766291,1615766336,18446744073709551679,1,63
18446744073709551680,99981090,1615767271,1615767292,18446744073709551680,1,64
18446744073709551681,99995000,1615768341,1615768356,18446744073709551681,1,65
18446744073709551682,99995000,1615793231,1615793270,18446744073709551682,1,66
18446744073709551683,100000205,1615793849,1615793876,18446744073709551683,1,67
18446744073709551684,99995000,1615880250,1615880258,18446744073709551684,1,68
18446744073709551685,99995000,1615883216,1615883258,18446744073709551685,1,69
18446744073709551686,100003756,1615961622,1615961635,18446744073709551686,1,70
18446744073709551687,99995000,1615961789,1615971454,18446744073709551687,1,71
18446744073709551688,100000000,1616027372,1616113756,18446744073709551688,1,72
18446744073709551689,99995000,1616113756,1616113811,18446744073709551689,1,73
18446744073709551690,100020763,1616134473,1616134564,18446744073709551690,1,74
18446744073709551691,100000000,1616134546,1616134569,18446744073709551691,1,75
18446744073709551692,99994502,1616157868,1616157893,18446744073709551692,1,76
18446744073709551693,100000000,1616244267,1616244296,18446744073709551693,1,77
18446744073709551694,100008382,1616259228,1616259272,18446744073709551694,1,78
18446744073709551695,100005000,1616259374,1616259386,18446744073709551695,1,79
18446744073709551696,100000000,1616286559,1616286576,18446744073709551696,1,80
18446744073709551697,100000000,1616372928,1616372990,18446744073709551697,1,81
